Date,Open(Q.FTAS),High(Q.FTAS),Low(Q.FTAS),Last(Q.FTAS)
21/05/1993,,,,"1,392.63"
20/05/1993,,,,"1,393.64"
19/05/1993,,,,"1,393.51"
18/05/1993,,,,"1,403.74"
17/05/1993,,,,"1,407.06"
14/05/1993,,,,"1,402.58"
13/05/1993,,,,"1,404.29"
12/05/1993,,,,"1,407.78"
11/05/1993,,,,"1,397.44"
10/05/1993,,,,"1,394.42"
07/05/1993,,,,"1,379.45"
06/05/1993,,,,"1,377.63"
05/05/1993,,,,"1,381.77"
04/05/1993,,,,"1,389.12"
30/04/1993,,,,"1,388.88"
29/04/1993,,,,"1,377.21"
28/04/1993,,,,"1,382.18"
27/04/1993,,,,"1,395.92"
26/04/1993,,,,"1,392.17"
23/04/1993,,,,"1,399.84"
22/04/1993,,,,"1,412.88"
21/04/1993,,,,"1,406.33"
20/04/1993,,,,"1,399.02"
19/04/1993,,,,"1,387.43"
16/04/1993,,,,"1,386.07"
15/04/1993,,,,"1,392.08"
14/04/1993,,,,"1,393.49"
13/04/1993,,,,"1,395.73"
08/04/1993,,,,"1,384.98"
07/04/1993,,,,"1,385.01"
06/04/1993,,,,"1,389.20"
05/04/1993,,,,"1,392.18"
02/04/1993,,,,"1,405.07"
01/04/1993,,,,"1,408.01"
31/03/1993,,,,"1,408.07"
30/03/1993,,,,"1,400.57"
29/03/1993,,,,"1,394.92"
26/03/1993,,,,"1,398.13"
25/03/1993,,,,"1,399.64"
24/03/1993,,,,"1,405"
23/03/1993,,,,"1,406.06"
22/03/1993,,,,"1,407.31"
19/03/1993,,,,"1,421.34"
18/03/1993,,,,"1,411.80"
17/03/1993,,,,"1,414.57"
16/03/1993,,,,"1,424.79"
15/03/1993,,,,"1,424.95"
12/03/1993,,,,"1,437.25"
11/03/1993,,,,"1,437.25"
10/03/1993,,,,"1,438.12"
09/03/1993,,,,"1,435.58"
08/03/1993,,,,"1,438.22"
05/03/1993,,,,"1,424.13"
04/03/1993,,,,"1,415.75"
03/03/1993,,,,"1,419.72"
02/03/1993,,,,"1,403.41"
01/03/1993,,,,"1,396.53"
26/02/1993,,,,"1,381.52"
25/02/1993,,,,"1,381.52"
24/02/1993,,,,"1,377.40"
23/02/1993,,,,"1,378.84"
22/02/1993,,,,"1,386.90"
19/02/1993,,,,"1,387.47"
18/02/1993,,,,"1,385.59"
17/02/1993,,,,"1,374.50"
16/02/1993,,,,"1,373.41"
15/02/1993,,,,"1,386.96"
12/02/1993,,,,"1,384.19"
11/02/1993,,,,"1,381"
10/02/1993,,,,"1,374.08"
09/02/1993,,,,"1,381.38"
08/02/1993,,,,"1,398.63"
05/02/1993,,,,"1,395.67"
04/02/1993,,,,"1,396.04"
03/02/1993,,,,"1,396.35"
02/02/1993,,,,"1,378.96"
01/02/1993,,,,"1,384.44"
29/01/1993,,,,"1,364.33"
28/01/1993,,,,"1,368.48"
27/01/1993,,,,"1,373.87"
26/01/1993,,,,"1,373.49"
25/01/1993,,,,"1,344.87"
22/01/1993,,,,"1,348.55"
21/01/1993,,,,"1,344.64"
20/01/1993,,,,"1,334.58"
19/01/1993,,,,"1,330.19"
18/01/1993,,,,"1,340.25"
15/01/1993,,,,"1,340.16"
14/01/1993,,,,"1,337.58"
13/01/1993,,,,"1,331.18"
12/01/1993,,,,"1,336.17"
11/01/1993,,,,"1,342.90"
08/01/1993,,,,"1,356.35"
07/01/1993,,,,"1,362.73"
06/01/1993,,,,"1,363.66"
05/01/1993,,,,"1,364.85"
04/01/1993,,,,"1,373.20"
31/12/1992,,,,"1,363.79"
30/12/1992,,,,"1,358.06"
29/12/1992,,,,"1,363.97"
24/12/1992,,,,"1,355.18"
23/12/1992,,,,"1,354.50"
22/12/1992,,,,"1,359.55"
21/12/1992,,,,"1,343.69"
18/12/1992,,,,"1,333.41"
17/12/1992,,,,"1,309.31"
16/12/1992,,,,"1,303.34"
15/12/1992,,,,"1,295.90"
14/12/1992,,,,"1,295.88"
11/12/1992,,,,"1,293.13"
10/12/1992,,,,"1,297.04"
09/12/1992,,,,"1,306.79"
08/12/1992,,,,"1,314.54"
07/12/1992,,,,"1,308.27"
04/12/1992,,,,"1,308.63"
03/12/1992,,,,"1,312.13"
02/12/1992,,,,"1,309.32"
01/12/1992,,,,"1,318.76"
30/11/1992,,,,"1,313.02"
27/11/1992,,,,"1,297.56"
26/11/1992,,,,"1,285.35"
25/11/1992,,,,"1,285.35"
24/11/1992,,,,"1,292.39"
23/11/1992,,,,"1,291.28"
20/11/1992,,,,"1,294.43"
19/11/1992,,,,"1,284.33"
18/11/1992,,,,"1,282.84"
17/11/1992,,,,"1,272.58"
16/11/1992,,,,"1,272.62"
13/11/1992,,,,"1,280.04"
12/11/1992,,,,"1,291.08"
11/11/1992,,,,"1,278.13"
10/11/1992,,,,"1,284.89"
09/11/1992,,,,"1,276.44"
06/11/1992,,,,"1,279.06"
05/11/1992,,,,"1,281.42"
04/11/1992,,,,"1,272.93"
03/11/1992,,,,"1,269.55"
02/11/1992,,,,"1,269.55"
30/10/1992,,,,"1,256.67"
29/10/1992,,,,"1,250.26"
28/10/1992,,,,"1,253.47"
27/10/1992,,,,"1,260.51"
26/10/1992,,,,"1,256.90"
23/10/1992,,,,"1,259.33"
22/10/1992,,,,"1,253.63"
21/10/1992,,,,"1,246.09"
20/10/1992,,,,"1,229.53"
19/10/1992,,,,"1,206.68"
16/10/1992,,,,"1,208.32"
15/10/1992,,,,"1,200.77"
14/10/1992,,,,"1,213.87"
13/10/1992,,,,"1,218.33"
12/10/1992,,,,"1,207.77"
09/10/1992,,,,"1,201"
08/10/1992,,,,"1,199.54"
07/10/1992,,,,"1,190.67"
06/10/1992,,,,"1,178.08"
05/10/1992,,,,"1,163.20"
02/10/1992,,,,"1,205.07"
01/10/1992,,,,"1,213.65"
30/09/1992,,,,"1,206.16"
29/09/1992,,,,"1,210.80"
28/09/1992,,,,"1,210.82"
25/09/1992,,,,"1,228.23"
24/09/1992,,,,"1,234.41"
23/09/1992,,,,"1,216.92"
22/09/1992,,,,"1,218.28"
21/09/1992,,,,"1,206.06"
18/09/1992,,,,"1,204.37"
17/09/1992,,,,"1,164.96"
16/09/1992,,,,"1,115.60"
15/09/1992,,,,"1,118.69"
14/09/1992,,,,"1,140.51"
11/09/1992,,,,"1,118.91"
10/09/1992,,,,"1,105.69"
09/09/1992,,,,"1,100.59"
08/09/1992,,,,"1,106.46"
07/09/1992,,,,"1,120.50"
04/09/1992,,,,"1,116.19"
03/09/1992,,,,"1,123.51"
02/09/1992,,,,"1,094.45"
01/09/1992,,,,"1,089.89"
28/08/1992,,,,"1,096.99"
27/08/1992,,,,"1,097.40"
26/08/1992,,,,"1,087.44"
25/08/1992,,,,"1,086.13"
24/08/1992,,,,"1,098.98"
21/08/1992,,,,"1,123.24"
20/08/1992,,,,"1,120.57"
19/08/1992,,,,"1,122.95"
18/08/1992,,,,"1,119.35"
17/08/1992,,,,"1,128.41"
14/08/1992,,,,"1,119.79"
13/08/1992,,,,"1,103.70"
12/08/1992,,,,"1,097.21"
11/08/1992,,,,"1,099.67"
10/08/1992,,,,"1,107.15"
07/08/1992,,,,"1,119.23"
06/08/1992,,,,"1,131.71"
05/08/1992,,,,"1,138.88"
04/08/1992,,,,"1,146.41"
03/08/1992,,,,"1,151.28"
31/07/1992,,,,"1,143.14"
30/07/1992,,,,"1,148.53"
29/07/1992,,,,"1,153.43"
28/07/1992,,,,"1,133.89"
27/07/1992,,,,"1,124.19"
24/07/1992,,,,"1,138.01"
23/07/1992,,,,"1,148.11"
22/07/1992,,,,"1,143.78"
21/07/1992,,,,"1,157.21"
20/07/1992,,,,"1,152.75"
17/07/1992,,,,"1,168.05"
16/07/1992,,,,"1,190.55"
15/07/1992,,,,"1,191.36"
14/07/1992,,,,"1,189.23"
13/07/1992,,,,"1,187.85"
10/07/1992,,,,"1,195.10"
09/07/1992,,,,"1,198.25"
08/07/1992,,,,"1,189.35"
07/07/1992,,,,"1,199.87"
06/07/1992,,,,"1,190.41"
03/07/1992,,,,"1,204.25"
02/07/1992,,,,"1,195.93"
01/07/1992,,,,"1,204.05"
30/06/1992,,,,"1,216.62"
29/06/1992,,,,"1,215.77"
26/06/1992,,,,"1,224.17"
25/06/1992,,,,"1,234.78"
24/06/1992,,,,"1,224.88"
23/06/1992,,,,"1,236.62"
22/06/1992,,,,"1,232.87"
19/06/1992,,,,"1,248.12"
18/06/1992,,,,"1,238.10"
17/06/1992,,,,"1,255.19"
16/06/1992,,,,"1,263.20"
15/06/1992,,,,"1,254.26"
12/06/1992,,,,"1,260.82"
11/06/1992,,,,"1,268.55"
10/06/1992,,,,"1,278.43"
09/06/1992,,,,"1,278.56"
08/06/1992,,,,"1,283.32"
05/06/1992,,,,"1,294.13"
04/06/1992,,,,"1,300.37"
03/06/1992,,,,"1,299.93"
02/06/1992,,,,"1,310.39"
01/06/1992,,,,"1,307.28"
29/05/1992,,,,"1,311.79"
28/05/1992,,,,"1,307.66"
27/05/1992,,,,"1,310.67"
26/05/1992,,,,"1,314.03"
22/05/1992,,,,"1,319.18"
21/05/1992,,,,"1,314.63"
20/05/1992,,,,"1,318.33"
19/05/1992,,,,"1,312.07"
18/05/1992,,,,"1,312.69"
15/05/1992,,,,"1,303.73"
14/05/1992,,,,"1,309.31"
13/05/1992,,,,"1,319.30"
12/05/1992,,,,"1,319.48"
11/05/1992,,,,"1,326.36"
08/05/1992,,,,"1,319.37"
07/05/1992,,,,"1,306.82"
06/05/1992,,,,"1,303.40"
05/05/1992,,,,"1,288.53"
01/05/1992,,,,"1,286.55"
30/04/1992,,,,"1,282.75"
29/04/1992,,,,"1,286.45"
28/04/1992,,,,"1,279.58"
27/04/1992,,,,"1,282.70"
24/04/1992,,,,"1,275.75"
23/04/1992,,,,"1,261.24"
22/04/1992,,,,"1,258.58"
21/04/1992,,,,"1,264.49"
16/04/1992,,,,"1,268.47"
15/04/1992,,,,"1,266.43"
14/04/1992,,,,"1,246.82"
13/04/1992,,,,"1,240.85"
10/04/1992,,,,"1,232.15"
09/04/1992,,,,"1,163.91"
08/04/1992,,,,"1,144.85"
07/04/1992,,,,"1,150.09"
06/04/1992,,,,"1,148.96"
03/04/1992,,,,"1,142.45"
02/04/1992,,,,"1,152.58"
01/04/1992,,,,"1,154.18"
31/03/1992,,,,"1,171.71"
30/03/1992,,,,"1,177.04"
27/03/1992,,,,"1,176.13"
26/03/1992,,,,"1,185.64"
25/03/1992,,,,"1,181.92"
24/03/1992,,,,"1,180.40"
23/03/1992,,,,"1,173.47"
20/03/1992,,,,"1,181.44"
19/03/1992,,,,"1,186.78"
18/03/1992,,,,"1,185.78"
17/03/1992,,,,"1,197.76"
16/03/1992,,,,"1,189.38"
13/03/1992,,,,"1,192.12"
12/03/1992,,,,"1,199.62"
11/03/1992,,,,"1,213.87"
10/03/1992,,,,"1,236.54"
09/03/1992,,,,"1,225.54"
06/03/1992,,,,"1,218.30"
05/03/1992,,,,"1,220.33"
04/03/1992,,,,"1,228.42"
03/03/1992,,,,"1,230.64"
02/03/1992,,,,"1,226.46"
28/02/1992,,,,"1,229.84"
27/02/1992,,,,"1,229.38"
26/02/1992,,,,"1,228.94"
25/02/1992,,,,"1,221.30"
24/02/1992,,,,"1,226.45"
21/02/1992,,,,"1,219.36"
20/02/1992,,,,"1,220.01"
19/02/1992,,,,"1,216.45"
18/02/1992,,,,"1,223.05"
17/02/1992,,,,"1,216.84"
14/02/1992,,,,"1,205.56"
13/02/1992,,,,"1,209.53"
12/02/1992,,,,"1,209.82"
11/02/1992,,,,"1,215.47"
10/02/1992,,,,"1,215.54"
07/02/1992,,,,"1,207.23"
06/02/1992,,,,"1,213.83"
05/02/1992,,,,"1,218.83"
04/02/1992,,,,"1,222.88"
03/02/1992,,,,"1,223.33"
31/01/1992,,,,"1,227.84"
30/01/1992,,,,"1,218.88"
29/01/1992,,,,"1,217.03"
28/01/1992,,,,"1,219.99"
27/01/1992,,,,"1,213.90"
24/01/1992,,,,"1,200.51"
23/01/1992,,,,"1,207.20"
22/01/1992,,,,"1,206.38"
21/01/1992,,,,"1,215"
20/01/1992,,,,"1,215.84"
17/01/1992,,,,"1,213.08"
16/01/1992,,,,"1,221.56"
15/01/1992,,,,"1,208.07"
14/01/1992,,,,"1,197.28"
13/01/1992,,,,"1,186.22"
10/01/1992,,,,"1,182.19"
09/01/1992,,,,"1,191.18"
08/01/1992,,,,"1,178.08"
07/01/1992,,,,"1,185.20"
06/01/1992,,,,"1,190.12"
03/01/1992,,,,"1,193.57"
02/01/1992,,,,"1,188.44"
31/12/1991,,,,"1,187.70"
30/12/1991,,,,"1,157.95"
27/12/1991,,,,"1,157.09"
24/12/1991,,,,"1,142.61"
23/12/1991,,,,"1,126.05"
20/12/1991,,,,"1,132.66"
19/12/1991,,,,"1,146.78"
18/12/1991,,,,"1,157.33"
17/12/1991,,,,"1,165.56"
16/12/1991,,,,"1,170.11"
13/12/1991,,,,"1,174.88"
12/12/1991,,,,"1,164.10"
11/12/1991,,,,"1,145.30"
10/12/1991,,,,"1,150.47"
09/12/1991,,,,"1,156.61"
06/12/1991,,,,"1,148.49"
05/12/1991,,,,"1,156.71"
04/12/1991,,,,"1,166.58"
03/12/1991,,,,"1,166.18"
02/12/1991,,,,"1,164.78"
29/11/1991,,,,"1,168.95"
28/11/1991,,,,"1,174.63"
27/11/1991,,,,"1,183.03"
26/11/1991,,,,"1,192.58"
25/11/1991,,,,"1,185.34"
22/11/1991,,,,"1,182.51"
21/11/1991,,,,"1,190.69"
20/11/1991,,,,"1,194.27"
19/11/1991,,,,"1,190.42"
18/11/1991,,,,"1,208.01"
15/11/1991,,,,"1,228.71"
14/11/1991,,,,"1,235.09"
13/11/1991,,,,"1,229.01"
12/11/1991,,,,"1,242.07"
11/11/1991,,,,"1,234.87"
08/11/1991,,,,"1,236.11"
07/11/1991,,,,"1,228.08"
06/11/1991,,,,"1,226"
05/11/1991,,,,"1,228.64"
04/11/1991,,,,"1,223.67"
01/11/1991,,,,"1,232.34"
31/10/1991,,,,"1,238.63"
30/10/1991,,,,"1,242.37"
29/10/1991,,,,"1,232.39"
28/10/1991,,,,"1,233.69"
25/10/1991,,,,"1,216.26"
24/10/1991,,,,"1,221.71"
23/10/1991,,,,"1,235.40"
22/10/1991,,,,"1,235.05"
21/10/1991,,,,"1,242.46"
18/10/1991,,,,"1,252.83"
17/10/1991,,,,"1,248.19"
16/10/1991,,,,"1,242.78"
15/10/1991,,,,"1,241.92"
14/10/1991,,,,"1,241.30"
11/10/1991,,,,"1,234.68"
10/10/1991,,,,"1,241.04"
09/10/1991,,,,"1,247.10"
08/10/1991,,,,"1,254.40"
07/10/1991,,,,"1,253.92"
04/10/1991,,,,"1,266.15"
03/10/1991,,,,"1,267.41"
02/10/1991,,,,"1,275.36"
01/10/1991,,,,"1,275.62"
30/09/1991,,,,"1,265.96"
27/09/1991,,,,"1,257.47"
26/09/1991,,,,"1,257.16"
25/09/1991,,,,"1,257.74"
24/09/1991,,,,"1,249.20"
23/09/1991,,,,"1,250.68"
20/09/1991,,,,"1,258.72"
19/09/1991,,,,"1,253.48"
18/09/1991,,,,"1,252.69"
17/09/1991,,,,"1,257"
16/09/1991,,,,"1,261.32"
13/09/1991,,,,"1,269.19"
12/09/1991,,,,"1,274.61"
11/09/1991,,,,"1,267.80"
10/09/1991,,,,"1,269.62"
09/09/1991,,,,"1,278.85"
06/09/1991,,,,"1,284.07"
05/09/1991,,,,"1,280.53"
04/09/1991,,,,"1,279.89"
03/09/1991,,,,"1,280.51"
02/09/1991,,,,"1,283.65"
30/08/1991,,,,"1,268.62"
29/08/1991,,,,"1,265.31"
28/08/1991,,,,"1,259.10"
27/08/1991,,,,"1,257.11"
23/08/1991,,,,"1,264.73"
22/08/1991,,,,"1,257.16"
21/08/1991,,,,"1,246.94"
20/08/1991,,,,"1,225.58"
19/08/1991,,,,"1,216.23"
16/08/1991,,,,"1,254.97"
15/08/1991,,,,"1,252.61"
14/08/1991,,,,"1,246.95"
13/08/1991,,,,"1,235.68"
12/08/1991,,,,"1,229.59"
09/08/1991,,,,"1,229.72"
08/08/1991,,,,"1,241.56"
07/08/1991,,,,"1,239.67"
06/08/1991,,,,"1,229.31"
05/08/1991,,,,"1,235.08"
02/08/1991,,,,"1,241.97"
01/08/1991,,,,"1,237.31"
31/07/1991,,,,"1,235.89"
30/07/1991,,,,"1,238.75"
29/07/1991,,,,"1,238.79"
26/07/1991,,,,"1,235.92"
25/07/1991,,,,"1,231.23"
24/07/1991,,,,"1,232.11"
23/07/1991,,,,"1,234.10"
22/07/1991,,,,"1,220.52"
19/07/1991,,,,"1,212.66"
18/07/1991,,,,"1,214.62"
17/07/1991,,,,"1,219.47"
16/07/1991,,,,"1,217.40"
15/07/1991,,,,"1,206.30"
12/07/1991,,,,"1,193.62"
11/07/1991,,,,"1,198.28"
10/07/1991,,,,"1,197.17"
09/07/1991,,,,"1,189.20"
08/07/1991,,,,"1,181.25"
05/07/1991,,,,"1,189.05"
04/07/1991,,,,"1,183.05"
03/07/1991,,,,"1,174.07"
02/07/1991,,,,"1,179.25"
01/07/1991,,,,"1,172.21"
28/06/1991,,,,"1,161.19"
27/06/1991,,,,"1,176.68"
26/06/1991,,,,"1,170.72"
25/06/1991,,,,"1,182.36"
24/06/1991,,,,"1,182.63"
21/06/1991,,,,"1,195.23"
20/06/1991,,,,"1,192.34"
19/06/1991,,,,"1,194"
18/06/1991,,,,"1,208.44"
17/06/1991,,,,"1,211.78"
14/06/1991,,,,"1,211.83"
13/06/1991,,,,"1,208.74"
12/06/1991,,,,"1,210.86"
11/06/1991,,,,"1,220.12"
10/06/1991,,,,"1,207.25"
07/06/1991,,,,"1,204.29"
06/06/1991,,,,"1,211.93"
05/06/1991,,,,"1,210.88"
04/06/1991,,,,"1,204.65"
03/06/1991,,,,"1,208.35"
31/05/1991,,,,"1,201.85"
30/05/1991,,,,"1,198.48"
29/05/1991,,,,"1,199.43"
28/05/1991,,,,"1,194.85"
24/05/1991,,,,"1,192.72"
23/05/1991,,,,"1,198.71"
22/05/1991,,,,"1,191.99"
21/05/1991,,,,"1,199.03"
20/05/1991,,,,"1,192.35"
17/05/1991,,,,"1,188.02"
16/05/1991,,,,"1,196.09"
15/05/1991,,,,"1,190.82"
14/05/1991,,,,"1,193.31"
13/05/1991,,,,"1,203.31"
10/05/1991,,,,"1,219.38"
09/05/1991,,,,"1,226.05"
08/05/1991,,,,"1,217.81"
07/05/1991,,,,"1,224.41"
03/05/1991,,,,"1,217.76"
02/05/1991,,,,"1,220.93"
01/05/1991,,,,"1,211.35"
30/04/1991,,,,"1,202.75"
29/04/1991,,,,"1,207.77"
26/04/1991,,,,"1,197.40"
25/04/1991,,,,"1,202.36"
24/04/1991,,,,"1,205.74"
23/04/1991,,,,"1,212.65"
22/04/1991,,,,"1,207.44"
19/04/1991,,,,"1,220.16"
18/04/1991,,,,"1,228.27"
17/04/1991,,,,"1,230.65"
16/04/1991,,,,"1,219.96"
15/04/1991,,,,"1,229.26"
12/04/1991,,,,"1,222.89"
11/04/1991,,,,"1,224.72"
10/04/1991,,,,"1,219.80"
09/04/1991,,,,"1,224.17"
08/04/1991,,,,"1,225.31"
05/04/1991,,,,"1,232.32"
04/04/1991,,,,"1,223.55"
03/04/1991,,,,"1,220.31"
02/04/1991,,,,"1,205.28"
28/03/1991,,,,"1,193.33"
27/03/1991,,,,"1,197.11"
26/03/1991,,,,"1,185.32"
25/03/1991,,,,"1,183.79"
22/03/1991,,,,"1,189.12"
21/03/1991,,,,"1,203.48"
20/03/1991,,,,"1,189.02"
19/03/1991,,,,"1,197.98"
18/03/1991,,,,"1,212.20"
15/03/1991,,,,"1,214.67"
14/03/1991,,,,"1,216.23"
13/03/1991,,,,"1,193.82"
12/03/1991,,,,"1,195.72"
11/03/1991,,,,"1,196.98"
08/03/1991,,,,"1,192.13"
07/03/1991,,,,"1,183.79"
06/03/1991,,,,"1,192.56"
05/03/1991,,,,"1,171.35"
04/03/1991,,,,"1,155"
01/03/1991,,,,"1,154.48"
28/02/1991,,,,"1,150.01"
27/02/1991,,,,"1,134.70"
26/02/1991,,,,"1,123.31"
25/02/1991,,,,"1,128.16"
22/02/1991,,,,"1,117.02"
21/02/1991,,,,"1,106.06"
20/02/1991,,,,"1,108.34"
19/02/1991,,,,"1,115.14"
18/02/1991,,,,"1,117.59"
15/02/1991,,,,"1,106.06"
14/02/1991,,,,"1,103.60"
13/02/1991,,,,"1,089.16"
12/02/1991,,,,"1,085.46"
11/02/1991,,,,"1,089.53"
08/02/1991,,,,"1,072.83"
07/02/1991,,,,"1,071.46"
06/02/1991,,,,"1,050.17"
05/02/1991,,,,"1,052.70"
04/02/1991,,,,"1,039.76"
01/02/1991,,,,"1,035.41"
31/01/1991,,,,"1,036.24"
30/01/1991,,,,"1,028.19"
29/01/1991,,,,"1,011.57"
28/01/1991,,,,"1,012.72"
25/01/1991,,,,"1,006.76"
24/01/1991,,,,"1,004.96"
23/01/1991,,,,996.23
22/01/1991,,,,996.81
21/01/1991,,,,998.82
18/01/1991,,,,"1,006.80"
17/01/1991,,,,"1,008.60"
16/01/1991,,,,987.46
15/01/1991,,,,995.42
14/01/1991,,,,"1,000.17"
11/01/1991,,,,"1,012.23"
10/01/1991,,,,"1,013.81"
09/01/1991,,,,"1,023.43"
08/01/1991,,,,"1,011.39"
07/01/1991,,,,"1,017.62"
04/01/1991,,,,"1,023.21"
03/01/1991,,,,"1,019.78"
02/01/1991,,,,"1,025.03"
31/12/1990,,,,"1,032.25"
28/12/1990,,,,"1,038.43"
27/12/1990,,,,"1,041.26"
24/12/1990,,,,"1,036.52"
21/12/1990,,,,"1,039.42"
20/12/1990,,,,"1,037.27"
19/12/1990,,,,"1,046.13"
18/12/1990,,,,"1,039.03"
17/12/1990,,,,"1,037.71"
14/12/1990,,,,"1,042.90"
13/12/1990,,,,"1,044.39"
12/12/1990,,,,"1,038.76"
11/12/1990,,,,"1,042.43"
10/12/1990,,,,"1,049.99"
07/12/1990,,,,"1,050.67"
06/12/1990,,,,"1,047.33"
05/12/1990,,,,"1,035.59"
04/12/1990,,,,"1,032.81"
03/12/1990,,,,"1,038.80"
30/11/1990,,,,"1,032.11"
29/11/1990,,,,"1,027.16"
28/11/1990,,,,"1,031.25"
27/11/1990,,,,"1,038.59"
26/11/1990,,,,"1,035.23"
23/11/1990,,,,"1,042.54"
22/11/1990,,,,"1,023.82"
21/11/1990,,,,"1,022.31"
20/11/1990,,,,"1,017.38"
19/11/1990,,,,"1,009.06"
16/11/1990,,,,996.49
15/11/1990,,,,992.83
14/11/1990,,,,986.82
13/11/1990,,,,992.08
12/11/1990,,,,990.49
09/11/1990,,,,985.66
08/11/1990,,,,983.53
07/11/1990,,,,993.66
06/11/1990,,,,997.79
05/11/1990,,,,989.77
02/11/1990,,,,982.44
01/11/1990,,,,982.49
31/10/1990,,,,992.67
30/10/1990,,,,985.87
29/10/1990,,,,997.43
26/10/1990,,,,997.77
25/10/1990,,,,"1,009.72"
24/10/1990,,,,"1,019.54"
23/10/1990,,,,"1,025.74"
22/10/1990,,,,"1,015.13"
19/10/1990,,,,"1,010.12"
18/10/1990,,,,"1,007.82"
17/10/1990,,,,"1,001.31"
16/10/1990,,,,"1,007.88"
15/10/1990,,,,"1,014.56"
12/10/1990,,,,"1,013.31"
11/10/1990,,,,"1,013.99"
10/10/1990,,,,"1,021.20"
09/10/1990,,,,"1,027.82"
08/10/1990,,,,"1,058.54"
05/10/1990,,,,"1,026.04"
04/10/1990,,,,995.94
03/10/1990,,,,"1,003.28"
02/10/1990,,,,991.56
01/10/1990,,,,979.09
28/09/1990,,,,962.18
27/09/1990,,,,971.01
26/09/1990,,,,966.97
25/09/1990,,,,965.39
24/09/1990,,,,962.09
21/09/1990,,,,977.59
20/09/1990,,,,976.33
19/09/1990,,,,"1,000.73"
18/09/1990,,,,"1,001.50"
17/09/1990,,,,"1,015.99"
14/09/1990,,,,"1,017.85"
13/09/1990,,,,"1,032.47"
12/09/1990,,,,"1,039.28"
11/09/1990,,,,"1,039.42"
10/09/1990,,,,"1,040.59"
07/09/1990,,,,"1,031.07"
06/09/1990,,,,"1,031.06"
05/09/1990,,,,"1,045.08"
04/09/1990,,,,"1,043.83"
03/09/1990,,,,"1,052.48"
31/08/1990,,,,"1,051.08"
30/08/1990,,,,"1,047.54"
29/08/1990,,,,"1,035.28"
28/08/1990,,,,"1,036.51"
24/08/1990,,,,"1,018.83"
23/08/1990,,,,"1,013.26"
22/08/1990,,,,"1,030.25"
21/08/1990,,,,"1,030.87"
20/08/1990,,,,"1,055.25"
17/08/1990,,,,"1,065.83"
16/08/1990,,,,"1,088.70"
15/08/1990,,,,"1,096.82"
14/08/1990,,,,"1,094.81"
13/08/1990,,,,"1,088.67"
10/08/1990,,,,"1,097.04"
09/08/1990,,,,"1,101.42"
08/08/1990,,,,"1,098.18"
07/08/1990,,,,"1,099.84"
06/08/1990,,,,"1,092.90"
03/08/1990,,,,"1,125.08"
02/08/1990,,,,"1,134.91"
01/08/1990,,,,"1,151.66"
31/07/1990,,,,"1,147.05"
30/07/1990,,,,"1,142.87"
27/07/1990,,,,"1,148.93"
26/07/1990,,,,"1,154.80"
25/07/1990,,,,"1,162.86"
24/07/1990,,,,"1,160.91"
23/07/1990,,,,"1,159.41"
20/07/1990,,,,"1,176.37"
19/07/1990,,,,"1,171.71"
18/07/1990,,,,"1,177.97"
17/07/1990,,,,"1,182.81"
16/07/1990,,,,"1,178.63"
13/07/1990,,,,"1,168.82"
12/07/1990,,,,"1,164.78"
11/07/1990,,,,"1,160.62"
10/07/1990,,,,"1,147.60"
09/07/1990,,,,"1,152.34"
06/07/1990,,,,"1,154.10"
05/07/1990,,,,"1,151.07"
04/07/1990,,,,"1,162.19"
03/07/1990,,,,"1,169.35"
02/07/1990,,,,"1,170.25"
29/06/1990,,,,"1,171.28"
28/06/1990,,,,"1,163.73"
27/06/1990,,,,"1,170.55"
26/06/1990,,,,"1,181.10"
25/06/1990,,,,"1,179.39"
22/06/1990,,,,"1,171.96"
21/06/1990,,,,"1,168.67"
20/06/1990,,,,"1,169.61"
19/06/1990,,,,"1,168.35"
18/06/1990,,,,"1,169.29"
15/06/1990,,,,"1,178.39"
14/06/1990,,,,"1,182.61"
13/06/1990,,,,"1,183.41"
12/06/1990,,,,"1,168.08"
11/06/1990,,,,"1,158.15"
08/06/1990,,,,"1,166.01"
07/06/1990,,,,"1,170.69"
06/06/1990,,,,"1,161.07"
05/06/1990,,,,"1,168.79"
04/06/1990,,,,"1,169.47"
01/06/1990,,,,"1,165.28"
31/05/1990,,,,"1,154.24"
30/05/1990,,,,"1,154.29"
29/05/1990,,,,"1,132.24"
25/05/1990,,,,"1,120.03"
24/05/1990,,,,"1,124.61"
23/05/1990,,,,"1,137.50"
22/05/1990,,,,"1,137.50"
21/05/1990,,,,"1,122.64"
18/05/1990,,,,"1,117.16"
17/05/1990,,,,"1,122.46"
16/05/1990,,,,"1,094.43"
15/05/1990,,,,"1,089.69"
14/05/1990,,,,"1,090.89"
11/05/1990,,,,"1,074.94"
10/05/1990,,,,"1,066.78"
09/05/1990,,,,"1,068.97"
08/05/1990,,,,"1,076.89"
04/05/1990,,,,"1,067.95"
03/05/1990,,,,"1,056.31"
02/05/1990,,,,"1,057.17"
01/05/1990,,,,"1,049.21"
30/04/1990,,,,"1,043.16"
27/04/1990,,,,"1,047.08"
26/04/1990,,,,"1,060.85"
25/04/1990,,,,"1,065.51"
24/04/1990,,,,"1,073.33"
23/04/1990,,,,"1,074.10"
20/04/1990,,,,"1,086.31"
19/04/1990,,,,"1,085.20"
18/04/1990,,,,"1,095"
